(-0.1, -0.3, -0.3)
(0.9, -1.1, -1.6)
(0.9, -2.5, -3.1)
(0.8, -2.9, -3.5)
(0.4, -3.2, -3.9)
(0.3, -3.2, -3.9)
(0.5, -2.9, -3.6)
(0.5, -2.9, -3.6)
(0.5, -2.0, -2.7)
(0.5, -2.0, -2.7)
(0.1, -1.4, -2.2)
(0.0, -1.0, -1.5)
(0.1, -0.7, -0.8)
(0.0, -0.6, -0.5)
(0.0, -0.3, -0.1)
(-0.1, -0.2, 0.0)
(-0.1, 0.1, 0.1)
(-0.1, 0.1, 0.2)
