(0.0, -0.1, 0.0)
(0.0, -0.1, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.1)
(0.0, 0.0, 0.1)
(0.0, 0.0, 0.1)
(0.1, 0.1, 0.2)
(0.0, 0.1, 0.3)
(0.0, 0.1, 0.3)
(0.2, 0.0, 1.0)
(0.2, 0.0, 1.0)
(0.1, 0.2, 1.6)
(0.1, 0.2, 1.6)
(-0.1, 0.8, 2.5)
(-0.1, 0.8, 2.5)
(0.0, 1.5, 3.1)
(0.0, 1.5, 3.1)
(0.4, 0.9, 2.9)
(0.4, 0.9, 2.9)
(0.6, 1.1, 2.8)
(0.5, 1.4, 2.7)
(0.3, 1.4, 2.6)
(0.0, 1.3, 2.3)
(-0.2, 0.8, 1.7)
(-0.1, 0.5, 1.5)
(-0.5, 0.2, 1.0)
(-0.5, 0.2, 1.0)
(-0.5, 0.2, 0.3)
(-0.1, 0.2, -0.1)
(-0.1, 0.1, -0.2)
(-0.1, 0.1, -0.3)
(-0.1, 0.1, -0.3)
(-0.2, 0.0, -0.3)
(-0.2, 0.0, -0.3)
(0.1, 0.0, -0.2)
(0.1, 0.0, -0.2)
(0.2, 0.0, -0.2)
(0.2, 0.0, -0.2)
(0.1, 0.1, -0.1)
(0.1, 0.1, -0.1)
(0.0, 0.0, -0.1)
(0.0, 0.0, -0.1)
(-0.2, -0.1, -0.2)
(-0.2, -0.2, -0.2)
