(0.0, 0.0, 0.0)
(0.0, 0.0, 0.1)
(0.0, 0.0, 0.1)
(0.0, 0.1, 0.2)
(0.0, 0.1, 0.2)
(0.0, 0.1, 0.2)
(0.2, 0.1, 0.2)
(0.2, 0.1, 0.3)
(0.2, 0.1, 0.3)
(0.1, 0.2, 0.4)
(0.1, 0.2, 0.4)
(0.5, 0.3, 0.7)
(0.5, 0.3, 0.7)
(0.5, 0.3, 0.7)
(0.7, 0.6, 1.5)
(0.8, 0.6, 1.7)
(1.2, 0.7, 1.9)
(1.2, 0.7, 1.9)
(1.3, 0.8, 2.0)
(1.3, 0.8, 2.0)
(0.8, 1.1, 2.4)
(0.7, 1.2, 2.4)
(0.8, 1.1, 2.3)
(0.8, 1.1, 2.3)
(0.7, 1.0, 2.2)
(0.7, 1.0, 2.2)
(0.4, 1.0, 2.2)
(0.4, 1.0, 2.2)
(0.3, 1.0, 2.0)
(0.3, 0.9, 1.8)
(0.2, 0.8, 1.7)
(0.2, 0.8, 1.7)
(0.2, 0.8, 1.7)
(0.2, 0.7, 1.1)
(0.2, 0.7, 1.1)
(0.2, 0.7, 1.1)
(0.1, 0.4, 0.6)
(0.1, 0.4, 0.6)
(0.1, 0.4, 0.6)
(-0.1, 0.2, 0.3)
(-0.1, 0.2, 0.3)
(-0.1, 0.0, 0.1)
(-0.1, -0.1, 0.1)
(-0.1, -0.1, 0.1)
(-0.2, -0.1, 0.0)
(-0.2, -0.1, -0.1)
(-0.2, -0.1, -0.1)
(-0.1, -0.1, -0.1)
(-0.1, -0.1, -0.1)
(0.0, 0.0, -0.1)
(0.0, 0.0, -0.1)
(0.0, 0.0, -0.1)
