(0.0, 0.0, -0.1)
(0.0, 0.1, 0.0)
(0.0, 0.1, 0.0)
(0.0, 0.1, 0.0)
(0.0, -0.1, 0.0)
(0.0, -0.1, 0.0)
(0.0, 0.1, -0.1)
(0.0, 0.0, 0.0)
(-0.1, 0.0, 0.0)
(-0.1, 0.1, 0.1)
(-0.1, 0.3, 1.0)
(-0.2, 0.1, 1.6)
(-0.1, -0.1, 1.6)
(-0.6, 0.9, 3.2)
(-0.6, 0.9, 3.2)
(-0.1, 1.8, 2.9)
(-0.1, 1.8, 2.9)
(0.2, -0.9, 0.8)
(0.2, -0.9, 0.8)
(-0.5, 1.9, 1.8)
(0.1, 0.9, 1.2)
(-0.1, 0.3, 0.0)
(-0.1, 0.3, 0.0)
(0.2, -0.2, -0.2)
(0.2, -0.2, -0.2)
(0.0, -0.5, 0.5)
(0.0, -0.1, 0.5)
(-0.1, 0.2, 0.3)
(-0.1, 0.0, 0.2)
(-0.1, 0.2, -0.1)
(0.0, 0.0, 0.0)
(0.0, -0.1, 0.1)
(0.1, 0.0, -0.1)
(0.1, 0.0, -0.1)
(0.1, -0.1, -0.2)
(0.1, -0.1, -0.2)
(0.1, -0.1, -0.3)
(0.0, 0.0, -0.1)
(0.0, 0.0, -0.1)
(0.0, 0.0, -0.1)
(-0.1, 0.0, 0.0)
(0.0, 0.0, 0.1)
(0.0, 0.0, 0.1)
(0.0, 0.0, 0.1)
(-0.1, 0.0, 0.1)
(-0.1, 0.0, 0.1)
(-0.1, -0.1, -0.1)
(-0.1, -0.1, -0.1)
