(-0.2, 0.1, 0.0)
(-0.1, 0.2, 0.1)
(-0.1, 0.1, 0.2)
(-0.1, 0.0, 0.3)
(-0.1, 0.0, 0.3)
(-0.1, 0.0, 0.3)
(-0.1, 0.0, 0.3)
(-0.2, 0.0, 0.3)
(-0.2, 0.2, 0.2)
(-0.2, 0.3, 0.4)
(-0.2, 0.3, 0.8)
(-0.2, 0.1, 1.2)
(-0.2, 0.1, 1.2)
(-0.3, -0.2, 1.4)
(-0.4, -0.3, 1.6)
(-0.6, -0.6, 2.2)
(-0.6, -0.6, 2.2)
(-0.1, -0.7, 3.6)
(-0.1, -0.7, 3.6)
(0.0, -0.5, 3.9)
(-0.3, -0.2, 4.2)
(-0.2, 0.3, 4.6)
(-0.1, 0.9, 5.0)
(-0.1, 0.9, 5.0)
(-0.6, 1.8, 4.9)
(-0.6, 1.8, 4.9)
(-0.6, 1.8, 4.7)
(-0.5, 1.2, 4.6)
(-0.7, 0.6, 3.8)
(-1.0, 0.2, 1.6)
(-1.0, 0.2, 1.6)
(-0.4, 0.6, 1.1)
(-0.3, 0.7, 1.2)
(-0.3, 0.7, 1.2)
(-0.2, 0.8, 1.2)
(0.0, 0.4, 0.8)
(0.2, -0.1, 0.2)
(0.2, -0.1, 0.2)
(-0.3, -1.0, -0.8)
(-0.2, -0.5, -0.4)
(-0.2, -0.5, -0.4)
(-0.1, -0.4, -0.1)
(-0.2, -0.5, 0.1)
(-0.2, -0.5, 0.1)
(0.2, 0.3, 0.2)
