(0.0, -0.1, -0.1)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.1, 0.0, 0.0)
(0.1, 0.0, 0.0)
(0.1, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, -0.1)
(0.0, 0.0, -0.1)
(0.0, 0.0, -0.1)
(-0.2, 0.1, -0.2)
(-0.2, -0.1, -1.0)
(-0.2, -0.1, -1.0)
(-0.3, -0.5, -1.4)
(-0.5, -0.9, -1.8)
(-0.5, -0.9, -1.8)
(-0.5, -0.9, -1.8)
(-0.8, -1.3, -2.2)
(-0.8, -1.3, -2.3)
(-0.8, -1.3, -2.3)
(-0.8, -1.1, -2.4)
(-0.8, -1.0, -2.5)
(-0.8, -1.0, -2.5)
(-0.4, -0.7, -2.5)
(-0.3, -0.5, -2.3)
(-0.3, -0.5, -2.3)
(0.1, -0.4, -2.1)
(0.1, -0.4, -2.1)
(0.1, -0.4, -2.1)
(0.3, -0.6, -1.9)
(0.3, -0.6, -1.9)
(0.3, -0.6, -1.9)
(0.0, -0.8, -1.2)
(0.0, -0.8, -0.9)
(0.0, -0.8, -0.9)
(0.4, -0.6, -0.4)
(0.5, -0.4, -0.2)
(0.5, -0.4, -0.2)
(0.3, 0.1, 0.1)
(0.3, 0.1, 0.1)
(0.2, 0.1, 0.2)
(0.2, 0.1, 0.2)
(0.2, 0.1, 0.2)
(0.0, -0.1, 0.3)
(0.0, -0.1, 0.4)
(0.0, -0.1, 0.4)
(0.2, 0.2, 0.4)
(0.2, 0.2, 0.4)
(0.2, 0.2, 0.4)
(0.2, 0.2, 0.5)
(0.2, 0.3, 0.6)
(0.2, 0.3, 0.6)
