(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, -0.1)
(0.0, 0.0, -0.1)
(0.1, 0.0, -0.2)
(0.3, -0.1, -0.5)
(0.3, -0.1, -0.5)
(0.4, -0.5, -1.2)
(0.4, -0.5, -1.2)
(0.4, -1.5, -2.5)
(0.4, -1.5, -2.5)
(0.6, -1.7, -3.0)
(0.6, -1.7, -3.0)
(0.6, -1.8, -2.7)
(0.6, -1.8, -2.7)
(0.2, -1.1, -1.7)
(0.2, -1.1, -1.7)
(0.0, -0.4, -0.7)
(0.0, -0.4, -0.7)
(0.0, -0.2, -0.1)
(0.0, -0.2, -0.1)
(0.1, -0.1, 0.2)
(0.1, 0.0, 0.2)
(0.0, 0.0, 0.3)
(0.1, 0.0, 0.3)
(0.1, 0.0, 0.3)
(0.1, 0.0, 0.3)
