(0.8, -1.9, -2.2)
(0.8, -1.9, -2.2)
(0.7, -2.7, -2.7)
(0.8, -2.9, -2.8)
(0.7, -2.8, -2.8)
(0.5, -2.5, -2.5)
(0.5, -2.3, -2.3)
(0.1, -1.2, -1.3)
(-0.1, -0.8, -0.9)
(-0.1, -0.8, -0.9)
(-0.1, 0.0, 0.1)
(-0.1, 0.1, 0.1)
(-0.2, 0.2, -0.1)
(-0.3, 0.1, -0.2)
(-0.2, 0.1, -0.4)
(0.0, 0.2, -0.1)
(0.1, 0.3, 0.1)
(0.1, 0.3, 0.1)
(0.0, 0.2, 0.2)
(0.0, 0.1, 0.3)
(-0.1, 0.1, 0.3)
(-0.1, 0.1, 0.3)
