(-0.3, -0.1, 0.0)
(-0.3, -0.1, 0.0)
(-0.2, -0.1, 0.0)
(-0.3, -0.1, 0.0)
(-0.3, -0.1, 0.0)
(-0.3, -0.1, 0.0)
(0.1, 0.0, 0.0)
(0.3, 0.0, -0.1)
(0.3, 0.0, -0.1)
(0.9, -0.1, -0.1)
(0.9, -0.1, -0.1)
(1.6, -0.2, -0.1)
(1.6, -0.2, -0.1)
(1.6, -0.2, -0.1)
(4.7, -1.0, -0.1)
(4.7, -1.0, -0.1)
(6.4, -0.5, -0.5)
(6.4, -0.5, -0.5)
(7.4, -0.4, -0.9)
(7.2, -0.6, -0.9)
(7.2, -0.6, -0.9)
(7.2, -0.6, -0.9)
(7.2, -0.9, -1.0)
(6.7, -0.9, -0.9)
(5.8, -0.8, -0.8)
(3.9, -0.1, -0.6)
(3.9, -0.1, -0.6)
(2.3, 0.3, -0.4)
(2.3, 0.3, -0.4)
(1.8, 0.4, -0.2)
(1.3, 0.3, -0.1)
(0.9, 0.1, 0.0)
(0.4, 0.0, 0.0)
(0.4, 0.0, 0.0)
