(-0.3, 0.1, 0.0)
(-0.4, 0.1, 0.0)
(0.0, 0.4, -0.1)
(-0.3, -0.1, -0.1)
(-0.3, -0.1, -0.1)
(0.0, 0.0, 0.1)
(-0.1, -0.1, 0.0)
(-0.2, -0.2, 0.1)
(-0.2, -0.2, 0.1)
(-0.4, -0.1, 0.1)
(-0.4, -0.1, 0.1)
(-1.0, -0.2, 0.4)
(-1.3, -0.4, 0.5)
(-1.5, 0.1, 0.1)
(-1.5, 0.1, 0.1)
(-1.4, 0.9, 0.0)
(-1.4, 0.9, 0.0)
(-0.8, 1.0, -0.2)
(-1.1, 0.5, 0.1)
(-1.5, 0.9, -0.4)
(-1.9, 0.9, -0.5)
(-2.2, 0.5, -0.4)
(-1.9, -0.3, -0.1)
(-1.9, -0.3, -0.1)
(-1.3, -0.3, 0.0)
(-1.3, -0.3, 0.0)
(-0.4, -0.5, 0.1)
(-0.4, -0.5, 0.1)
(0.4, -0.3, 0.4)
(0.4, -0.4, 0.4)
(0.4, -0.3, 0.3)
(0.3, 0.2, 0.0)
(0.1, 0.1, 0.0)
(0.1, 0.1, -0.1)
