(0.0, 0.0, -0.2)
(0.0, -0.2, -0.1)
(0.0, 0.1, 0.0)
(0.0, 0.2, 0.0)
(0.0, 0.2, 0.0)
(0.1, -0.2, -0.1)
(0.0, -0.5, -0.8)
(0.0, -1.0, -1.2)
(0.0, -1.0, -1.2)
(0.3, -0.4, -2.6)
(0.3, -0.4, -2.6)
(1.1, -1.1, -2.5)
(1.1, -1.1, -2.5)
(1.0, 0.5, -2.3)
(0.9, 0.1, -2.6)
(-0.6, -0.1, -3.2)
(-0.6, -0.1, -3.2)
(-0.1, -0.6, -1.4)
(-0.1, -0.6, -1.4)
(0.0, -0.1, 0.4)
(0.0, -0.1, 0.4)
(-0.4, -0.4, -0.3)
(-0.4, -0.3, -0.4)
(-0.4, -0.1, -0.4)
(-0.2, 0.1, -0.4)
(-0.3, 0.0, -0.5)
(-0.3, -0.1, -0.3)
(-0.2, 0.1, -0.1)
(-0.1, -0.1, 0.0)
(-0.1, -0.1, 0.0)
(-0.1, 0.0, 0.1)
(-0.1, 0.0, 0.1)
(-0.1, 0.1, -0.1)
(-0.1, 0.1, -0.1)
