(-0.1, 0.0, 0.1)
(-0.1, 0.0, 0.1)
(-0.1, -0.1, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(-0.1, 0.0, 0.0)
(-0.1, 0.0, 0.0)
(-0.1, 0.0, 0.1)
(-0.1, 0.0, 0.1)
(-0.1, 0.0, 0.0)
(-0.1, 0.0, 0.0)
(-0.1, 0.0, 0.0)
(-0.1, 0.0, 0.0)
(-0.1, 0.0, 0.0)
(-0.1, 0.0, 0.0)
(-0.1, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.1)
(0.0, 0.1, 0.1)
(0.0, 0.1, 0.1)
(0.2, 0.1, 0.2)
(0.2, 0.1, 0.2)
(0.3, 0.2, 0.4)
(0.3, 0.2, 0.4)
(0.3, 0.2, 0.4)
(0.3, 0.3, 0.8)
(0.3, 0.3, 0.8)
(0.3, 0.3, 0.8)
(0.3, 0.4, 1.1)
(0.1, 0.5, 1.3)
(0.0, 0.5, 1.6)
(0.0, 0.5, 1.6)
(0.0, 0.5, 1.6)
(0.1, 0.5, 1.7)
(0.1, 0.5, 1.7)
(0.1, 0.5, 1.7)
(0.4, 0.7, 1.8)
(0.4, 0.7, 1.8)
(0.4, 0.7, 1.8)
(0.4, 0.6, 1.8)
(0.2, 0.5, 1.8)
(0.2, 0.5, 1.8)
(0.3, 0.6, 1.8)
(0.2, 0.5, 1.6)
(0.0, 0.5, 1.5)
(0.0, 0.5, 1.5)
(0.0, 0.5, 1.4)
(0.2, 0.5, 1.1)
(0.2, 0.5, 1.1)
